"county","year","population.estimate","population.quintile","state.frac","state.frac.quintile","pop.per.chg","pop.per.chg.quintile"
"Alpine",2013,1164,1,3.04399617910486e-05,1,-0.171526586620926,3
"Alpine",2014,1163,1,3.01549552434865e-05,1,-0.0859106529209622,3
"Alpine",2015,1164,1,2.99170019092907e-05,1,0.0859845227858985,3
"Alpine",2016,1166,1,2.97025543916564e-05,1,0.171821305841924,3
"Amador",1981,19800,1,0.00082366154998128,1,NA,NA
"Amador",1982,20250,1,0.000824948058825926,1,2.27272727272727,4
"Amador",1983,20600,1,0.000821502631998724,1,1.72839506172839,4
"Amador",1984,21050,1,0.00082268339391097,1,2.18446601941748,4
"Amador",1985,21800,1,0.000834833224830544,1,3.56294536817102,5
"Amador",1986,22450,1,0.000839503402886845,1,2.98165137614679,5
"Amador",1987,23300,1,0.000850737549291661,1,3.78619153674833,5
"Amador",1988,25750,1,0.000917643704786002,1,10.5150214592275,5
"Amador",1989,27600,2,0.000959299294428417,2,7.18446601941748,5
"Amador",1990,29600,2,0.00100142093511063,2,7.2463768115942,5
"Amador",1991,31049,2,0.00103003776429157,2,4.89527027027027,5
"Amador",1992,31908,2,0.00103857051971295,2,2.76659473735064,4
"Amador",1993,32535,2,0.00104443592530859,2,1.96502444528018,4
"Amador",1994,33044,2,0.00105172230508095,2,1.5644690333487,3
"Amador",1995,33293,2,0.00105298381258387,2,0.753540733567365,2
"Amador",1996,33603,2,0.00105545682296472,2,0.931126663262548,3
"Amador",1997,34149,2,0.0010602688429961,2,1.62485492366753,4
"Amador",1998,34295,2,0.00105012949861989,2,0.427538141673255,2
"Amador",1999,34433,2,0.00103899212242226,2,0.402391019098994,2
"Amador",2000,34990,2,0.00103761439669069,2,1.61763424621729,3
"Amador",2001,35495,2,0.00103614498136413,2,1.44326950557302,3
"Amador",2002,36159,2,0.00104128042330602,2,1.87068601211438,4
"Amador",2003,36656,2,0.00104244134895255,2,1.37448491385271,3
"Amador",2004,36961,2,0.00103908124538052,2,0.832060235704932,2
"Amador",2005,37434,2,0.00104362595703001,2,1.27972728010606,3
"Amador",2006,37843,2,0.00104781228103664,2,1.09258962440562,3
"Amador",2007,38025,2,0.00104465215569501,2,0.480934386808657,2
"Amador",2008,37975,2,0.00103461780782264,2,-0.131492439184747,1
"Amador",2009,37884,2,0.00102481386430003,2,-0.23963133640553,1
"Amador",2010,38011,2,0.0010211450170455,2,0.335233871819238,2
"Amador",2011,38011,2,0.00101263199201531,2,0,2
"Amador",2012,37945,2,0.00100168006125018,2,-0.173633948067665,1
"Amador",2013,37882,2,0.000990658619045107,2,-0.166029779944657,1
"Amador",2014,37831,2,0.000980904653324452,2,-0.13462858349612,1
"Amador",2015,37765,2,0.000970631939093096,2,-0.174460098860723,1
"Amador",2016,37707,2,0.000960543926626233,2,-0.153581358400635,1
"Butte",1981,146800,3,0.00610674320895212,3,NA,NA
"Butte",1982,150700,3,0.00613924308469467,3,2.6566757493188,5
"Butte",1983,153800,3,0.00613335460200989,3,2.05706702057067,5
"Butte",1984,156600,3,0.00612029546253957,3,1.82054616384915,4
"Butte",1985,159700,3,0.00611572779841458,3,1.97956577266922,4
"Butte",1986,163000,3,0.00609528083165059,3,2.06637445209768,5
"Butte",1987,166200,3,0.0060683511026727,3,1.96319018404908,4
"Butte",1988,170800,3,0.00608673960300773,3,2.76774969915764,5
"Butte",1989,175200,3,0.00608946508637169,3,2.57611241217799,5
"Butte",1990,180400,3,0.00610325461803911,3,2.96803652968037,5
"Butte",1991,185393,3,0.00615033628249886,3,2.76773835920177,5
"Butte",1992,189133,3,0.00615607239892409,3,2.01733614537766,4
"Butte",1993,191758,3,0.00615579972845629,3,1.38791220992635,4
"Butte",1994,194067,3,0.00617675198463093,3,1.20412186193014,4
"Butte",1995,196394,3,0.00621150701014018,3,1.19907042413187,4
"Butte",1996,197611,3,0.00620688266651431,3,0.619672698758618,2
"Butte",1997,198696,3,0.00616917561357443,3,0.549058503828228,2
"Butte",1998,200017,3,0.00612461734729419,3,0.664834722389983,2
"Butte",1999,201022,3,0.00606570076477702,3,0.502457291130254,2
"Butte",2000,202658,3,0.00600974159487115,3,0.813841271104655,3
"Butte",2001,204591,3,0.00597227603556189,3,0.953823683249613,3
"Butte",2002,206942,3,0.00595936428993596,3,1.14912190663323,3
"Butte",2003,209389,3,0.0059547073225618,3,1.18245692029651,3
"Butte",2004,211419,3,0.0059436031984282,3,0.969487413378926,3
"Butte",2005,212955,3,0.00593699219103825,3,0.726519376215004,2
"Butte",2006,214690,3,0.00594442350278138,3,0.814726115846071,3
"Butte",2007,216401,3,0.00594513533582002,3,0.7969630630211,3
"Butte",2008,217801,3,0.00593392477054847,3,0.646947102832242,2
"Butte",2009,218887,3,0.00592119185711751,3,0.498620300182276,1
"Butte",2010,219967,3,0.00590929483477013,3,0.493405273040427,1
"Butte",2011,220828,3,0.00588296802327634,3,0.391422349716094,1
"Butte",2012,221064,3,0.00583569379523548,3,0.106870505551832,1
"Butte",2013,222250,3,0.00581209751551595,3,0.536496218289726,2
"Butte",2014,223120,3,0.00578518797414162,3,0.391451068616423,1
"Butte",2015,224121,3,0.00576033366401387,3,0.448637504481893,1
"Butte",2016,224601,3,0.00572146090816503,3,0.214170024227984,1
"Calaveras",1981,21350,1,0.000888140105661633,1,NA,NA
"Calaveras",1982,22250,2,0.000906424410314906,2,4.21545667447307,4
"Calaveras",1983,23200,2,0.000925187430212155,2,4.26966292134831,5
"Calaveras",1984,23850,2,0.000932113964122406,2,2.80172413793103,4
"Calaveras",1985,24650,2,0.000943974265691418,2,3.35429769392034,4
"Calaveras",1986,25550,2,0.000955425921770997,2,3.65111561866126,4
"Calaveras",1987,26800,2,0.000978530743391266,2,4.89236790606654,5
"Calaveras",1988,28200,2,0.00100495349417341,2,5.22388059701493,5
"Calaveras",1989,29700,2,0.00103228945813493,2,5.31914893617021,5
"Calaveras",1990,31550,2,0.00106739292238988,2,6.22895622895623,5
"Calaveras",1991,33480,2,0.0011106851862695,2,6.11727416798732,5
"Calaveras",1992,35216,2,0.00114624230356686,2,5.18518518518519,5
"Calaveras",1993,36332,2,0.00116632691065965,2,3.16901408450704,4
"Calaveras",1994,37170,2,0.00118304436750571,2,2.30650666079489,4
"Calaveras",1995,37979,2,0.00120119160838984,2,2.17648641377455,4
"Calaveras",1996,38480,2,0.00120864144712324,2,1.31915005661023,2
"Calaveras",1997,39264,2,0.00121908096434446,2,2.03742203742204,3
"Calaveras",1998,39804,2,0.00121881774495017,2,1.37530562347188,2
"Calaveras",1999,39983,2,0.0012064595600386,2,0.449703547382173,2
"Calaveras",2000,40465,2,0.00119997332272331,2,1.20551234274567,2
"Calaveras",2001,41042,2,0.00119806908931249,2,1.4259236377116,3
"Calaveras",2002,41773,2,0.0012029482873631,2,1.78110228546367,3
"Calaveras",2003,42651,2,0.00121293010623568,2,2.10183611423647,3
"Calaveras",2004,43554,2,0.0012244296572415,2,2.11718365337272,3
"Calaveras",2005,44348,2,0.00123638200412371,2,1.82302429168389,3
"Calaveras",2006,45044,2,0.00124719647985134,2,1.56940561017408,3
"Calaveras",2007,45477,2,0.00124937925271643,2,0.961282301749401,2
"Calaveras",2008,45670,2,0.00124426584024384,2,0.424390351166524,2
"Calaveras",2009,45632,2,0.00123440783063401,2,-0.0832056054302606,1
"Calaveras",2010,45602,2,0.00122507313849435,2,-0.0657433380084151,2
"Calaveras",2011,45557,2,0.00121366119439745,2,-0.0986798824612956,1
"Calaveras",2012,45495,2,0.0012009865433279,2,-0.136093245823913,1
"Calaveras",2013,45412,2,0.00118757692856967,2,-0.182437630508847,1
"Calaveras",2014,45357,2,0.00117604325449597,2,-0.121113362106932,1
"Calaveras",2015,45282,2,0.00116383305881143,2,-0.165354851511343,1
"Calaveras",2016,45207,2,0.00115159809295335,2,-0.16562872664635,1
"Colusa",1981,13000,1,0.000540787886351346,1,NA,NA
"Colusa",1982,13500,1,0.000549965372550617,1,3.84615384615385,5
"Colusa",1983,13900,1,0.00055431488275642,1,2.96296296296296,5
"Colusa",1984,14050,1,0.000549106968382382,1,1.07913669064748,2
"Colusa",1985,14300,1,0.000547619959407192,1,1.77935943060498,4
"Colusa",1986,14700,1,0.000549697105676464,1,2.7972027972028,5
"Colusa",1987,14800,1,0.000540382649335475,1,0.680272108843537,2
"Colusa",1988,15100,1,0.000538113395816257,1,2.02702702702703,4
"Colusa",1989,15600,1,0.000542212644676932,1,3.3112582781457,5
"Colusa",1990,16150,1,0.000546383381825563,1,3.52564102564103,5
"Colusa",1991,16497,1,0.000547281168395698,1,2.14860681114551,5
"Colusa",1992,16838,1,0.000548058493510301,1,2.06704249257441,4
"Colusa",1993,17151,1,0.00055058000783672,1,1.85889060458487,4
"Colusa",1994,17437,1,0.000554983713645336,1,1.66754125123899,3
"Colusa",1995,17694,1,0.000559622010027905,1,1.47387738716522,3
"Colusa",1996,17990,1,0.000565058722290725,1,1.6728834633209,3
"Colusa",1997,18304,1,0.000568308322416488,1,1.74541411895498,4
"Colusa",1998,18459,1,0.000565223514069822,1,0.846809440559441,2
"Colusa",1999,18526,1,0.00055900932419466,1,0.36296657457067,1
"Colusa",2000,18734,1,0.000555549245716015,1,1.12274641045018,2
"Colusa",2001,18974,1,0.000553875612801889,1,1.28109319953027,3
"Colusa",2002,19229,1,0.000553742671527185,1,1.34394434489301,3
"Colusa",2003,19538,1,0.00055563124934076,1,1.60694783920121,3
"Colusa",2004,19933,1,0.000560374623634911,1,2.02170130003071,4
"Colusa",2005,20374,1,0.000568008635158664,1,2.21241157878894,5
"Colusa",2006,20729,1,0.000573952931152617,1,1.7424168057328,4
