"county","year","population.estimate","population.quintile","state.frac","state.frac.quintile","pop.per.chg","pop.per.chg.quintile"
"Kern",1999,647021,4,0.0195234142259394,4,1.37422640031336,2
"Kern",2000,658902,4,0.0195394741699997,4,1.83626188330827,3
"Kern",2001,672004,4,0.0196166663489681,4,1.98845958883112,3
"Kern",2002,688063,4,0.0198143347963497,4,2.38971791834572,3
"Kern",2003,707111,4,0.0201091702504143,4,2.76835115389143,4
"Kern",2004,728872,4,0.0204907125208461,4,3.07745177206973,5
"Kern",2005,750969,4,0.0209363343838454,4,3.03167085578812,4
"Kern",2006,774062,4,0.0214325415501885,4,3.07509364567645,5
"Kern",2007,795982,4,0.0218678320103728,4,2.83181450581478,4
"Kern",2008,812830,4,0.0221453164643179,5,2.11663077808292,3
"Kern",2009,825503,4,0.0223309819296079,5,1.55912060332419,2
"Kern",2010,837074,4,0.0224875416063336,5,1.40169084788305,2
"Kern",2011,845978,4,0.0225372757186374,5,1.06370523991905,1
"Kern",2012,854122,4,0.0225472915344611,5,0.962672788181253,1
"Kern",2013,863907,4,0.0225921787551714,5,1.14562088319936,1
"Kern",2014,871922,4,0.022607711853664,5,0.927761900297138,1
"Kern",2015,880387,4,0.0226276113057687,5,0.97084372225956,1
"Kern",2016,886507,4,0.0225827807770876,5,0.695148837954218,1
"Kings",1981,75100,3,0.00312409002038354,3,NA,NA
"Kings",1982,76800,3,0.00312869189717684,3,2.26364846870839,3
"Kings",1983,79200,3,0.00315839846865529,3,3.125,5
"Kings",1984,81000,3,0.00316567006683081,3,2.27272727272727,3
"Kings",1985,83200,3,0.00318615249109639,3,2.71604938271605,4
"Kings",1986,84100,3,0.00314486575424426,3,1.08173076923077,2
"Kings",1987,84500,3,0.00308529282897619,3,0.475624256837099,2
"Kings",1988,90100,3,0.00321086205053277,3,6.62721893491124,5
"Kings",1989,95200,3,0.00330888742136179,3,5.66037735849057,5
"Kings",1990,100800,3,0.00341024426551187,3,5.88235294117647,5
"Kings",1991,103838,3,0.00344478280680563,3,3.01388888888889,4
"Kings",1992,107264,3,0.0034913259441673,3,3.29937017276912,5
"Kings",1993,110082,3,0.00353384341570065,3,2.62716288782816,4
"Kings",1994,112623,3,0.00358455759487748,3,2.30827928271652,4
"Kings",1995,114825,3,0.0036316602973581,3,1.95519565275299,3
"Kings",1996,116031,3,0.0036444874155706,3,1.05029392553886,2
"Kings",1997,117059,3,0.00363448447955374,3,0.88597012867251,2
"Kings",1998,120661,3,0.00369469821936068,3,3.07708078832042,5
"Kings",1999,125424,3,0.00378458304425084,3,3.94742294527644,5
"Kings",2000,128787,3,0.00381912675926275,3,2.68130501339457,4
"Kings",2001,131100,3,0.00382697864648085,3,1.79598872557013,3
"Kings",2002,133551,3,0.00384590397447226,3,1.8695652173913,3
"Kings",2003,136710,3,0.0038878261898544,3,2.36538850326841,4
"Kings",2004,140688,3,0.00395514900165295,3,2.90980908492429,4
"Kings",2005,143607,3,0.00400363286881468,3,2.07480382122143,3
"Kings",2006,146045,3,0.00404375299484702,3,1.69768883132438,2
"Kings",2007,148933,3,0.00409160235382315,3,1.97747269677154,3
"Kings",2008,151106,3,0.00411683893268854,3,1.45904534253658,2
"Kings",2009,151816,3,0.00410682983905007,3,0.46986883379879,1
"Kings",2010,152717,3,0.0041026598502575,3,0.593481582968857,2
"Kings",2011,151322,3,0.00403129352807715,3,-0.913454297818841,1
"Kings",2012,151330,3,0.0039948410507047,3,0.00528673953555993,1
"Kings",2013,150422,3,0.00393371128224495,3,-0.600013216150135,1
"Kings",2014,149707,3,0.00388169207621378,3,-0.475329406602758,1
"Kings",2015,149738,3,0.0038485498555785,3,0.0207071145637813,1
"Kings",2016,150373,3,0.00383058508708109,3,0.424074049339513,1
"Lake",1981,37700,2,0.0015682848704189,2,NA,NA
"Lake",1982,39250,2,0.00159897339797124,2,4.11140583554377,5
"Lake",1983,40850,2,0.00162904769500718,2,4.07643312101911,5
"Lake",1984,42750,2,0.0016707703130496,2,4.65116279069767,5
"Lake",1985,44700,2,0.00171179106192318,2,4.56140350877193,5
"Lake",1986,45950,2,0.00171827088475058,2,2.79642058165548,4
"Lake",1987,46850,2,0.00171060318387615,2,1.95865070729053,4
"Lake",1988,47800,2,0.00170343180927266,2,2.02774813233725,4
"Lake",1989,48700,2,0.00169267665357478,2,1.88284518828452,4
"Lake",1990,50200,2,0.00169835577508627,2,3.08008213552361,5
"Lake",1991,52002,2,0.00172514489415731,2,3.58964143426295,5
"Lake",1992,53753,2,0.00174960138981228,2,3.36717818545441,5
"Lake",1993,54969,2,0.00176461036970303,2,2.26219931910777,4
"Lake",1994,55776,2,0.00177523493790688,2,1.468100201932,3
"Lake",1995,56350,2,0.00178222562818314,2,1.02911646586345,3
"Lake",1996,56638,2,0.00177897698238477,2,0.511091393078971,2
"Lake",1997,56837,2,0.00176469296990745,2,0.351354214484975,2
"Lake",1998,56989,2,0.00174503076240994,2,0.267431426711473,1
"Lake",1999,57275,2,0.00172823378188757,2,0.501851234448753,2
"Lake",2000,58084,2,0.00172245769126556,2,1.41248363160192,3
"Lake",2001,59260,2,0.00172987608383261,2,2.02465394945252,4
"Lake",2002,60525,2,0.00174295466192641,2,2.13466081673979,4
"Lake",2003,61492,2,0.00174873972691483,2,1.59768690623709,3
"Lake",2004,62307,2,0.00175163104775099,2,1.32537565862226,3
"Lake",2005,62870,2,0.00175275855955753,2,0.903590286805656,3
"Lake",2006,63449,2,0.00175680155958813,2,0.920947987911564,3
"Lake",2007,63890,2,0.0017552354037437,2,0.695046415231131,2
"Lake",2008,64178,2,0.0017485109063974,2,0.45077476913445,2
"Lake",2009,64384,2,0.00174167500367155,2,0.320982268066939,2
"Lake",2010,64580,2,0.00173490687434686,2,0.304423459244533,1
"Lake",2011,64491,2,0.00171807239475571,2,-0.137813564571075,1
"Lake",2012,64347,2,0.00169864558970261,2,-0.223286970274922,1
"Lake",2013,64389,2,0.00168384768020948,2,0.065271108210173,1
"Lake",2014,64428,2,0.00167052747758155,2,0.0605693519079346,1
"Lake",2015,64669,2,0.00166211563270784,2,0.374060967281306,2
"Lake",2016,64306,2,0.00163812389597758,2,-0.561319952372852,1
"Lassen",1981,22250,2,0.000925579267024419,2,NA,NA
"Lassen",1982,23050,2,0.000939014950910498,2,3.59550561797753,5
"Lassen",1983,23650,2,0.000943132876056787,2,2.60303687635575,5
"Lassen",1984,23850,2,0.000932113964122406,2,0.845665961945032,3
"Lassen",1985,24100,2,0.000922911959560372,2,1.0482180293501,4
"Lassen",1986,24650,2,0.000921770996933662,2,2.28215767634855,4
"Lassen",1987,25700,2,0.000938367168102819,2,4.25963488843813,5
"Lassen",1988,26450,2,0.000942589358896689,2,2.91828793774319,5
"Lassen",1989,27050,1,0.000940182822981474,1,2.26843100189036,4
"Lassen",1990,27000,1,0.000913458285404967,1,-0.184842883548983,2
"Lassen",1991,27955,1,0.000927395590865112,1,3.53703703703704,5
"Lassen",1992,28319,1,0.000921752493034697,1,1.30209264890002,4
"Lassen",1993,28580,1,0.000917472836800972,1,0.921642713372647,3
"Lassen",1994,28719,1,0.000914066483465069,1,0.486354093771868,3
"Lassen",1995,28792,1,0.000910627156817195,1,0.254187123507086,2
"Lassen",1996,30588,1,0.000960756875899316,1,6.23784384551264,5
"Lassen",1997,33159,1,0.00102953101305771,1,8.4052569635151,5
"Lassen",1998,33774,1,0.00103417622645832,1,1.85470008142586,4
"Lassen",1999,33586,1,0.00101343447924009,1,-0.556641203292473,2
"Lassen",2000,33770,1,0.0010014357866889,1,0.547847317334604,3
"Lassen",2001,33763,1,0.00098558566011543,1,-0.0207284572105419,2
"Lassen",2002,33628,1,0.000968394537319474,1,-0.399845985250126,2
"Lassen",2003,33828,1,0.000962017294641173,1,0.594742476507672,3
"Lassen",2004,34313,1,0.000964638261214303,1,1.43372354262741,4
"Lassen",2005,34552,1,0.000963278411799458,1,0.696529012327689,3
"Lassen",2006,34769,1,0.000962698126453053,1,0.628038897893031,3
"Lassen",2007,35379,1,0.000971959200955525,1,1.7544364232506,4
"Lassen",2008,35437,1,0.000965470737480205,1,0.163939059894288,2
"Lassen",2009,34947,1,0.000945364008966661,1,-1.38273555887914,1
"Lassen",2010,34794,1,0.000934722046856992,1,-0.437805820242081,2
"Lassen",2011,34485,1,0.00091869759397669,1,-0.888084152440076,1
"Lassen",2012,33735,1,0.000890543599058503,1,-2.17485863418878,1
"Lassen",2013,32647,1,0.000853757244495159,1,-3.22513709796947,1
"Lassen",2014,31820,1,0.000825047872611986,1,-2.53315771740129,1
"Lassen",2015,31421,1,0.000807579138309127,1,-1.2539283469516,1
"Lassen",2016,30780,1,0.000784086298606504,1,-2.04003691798479,1
"Los Angeles",1981,7554900,5,0.314276800199676,5,NA,NA
"Los Angeles",1982,7689900,5,0.313272497657555,5,1.78691974744868,5
"Los Angeles",1983,7846900,5,0.31292470888499,5,2.04163903301733,5
"Los Angeles",1984,7985000,5,0.312072536835112,5,1.7599306732595,5
"Los Angeles",1985,8121000,5,0.310994523800406,5,1.70319348778961,5
"Los Angeles",1986,8286100,5,0.309853414105153,5,2.03300086196281,5
"Los Angeles",1987,8452200,5,0.308609610048196,5,2.00456185660323,5
"Los Angeles",1988,8585300,5,0.305951320337835,5,1.57473793805163,4
"Los Angeles",1989,8706200,5,0.302603315838866,5,1.40822102896812,4
"Los Angeles",1990,8832500,5,0.298819270586643,5,1.45069031265075,4
"Los Angeles",1991,8908269,5,0.295528148554475,5,0.857843192754033,3
"Los Angeles",1992,9007999,5,0.293200520339844,5,1.1195216489309,4
"Los Angeles",1993,9072159,5,0.291233710764152,5,0.712255851715792,3
"Los Angeles",1994,9095157,5,0.289480071574662,5,0.253500848034079,2
"Los Angeles",1995,9103896,5,0.287936056211428,5,0.0960841027812934,1
"Los Angeles",1996,9104719,5,0.285975591159315,5,0.00904008569517929,1
"Los Angeles",1997,9147051,5,0.284000503106865,5,0.464945705628037,2
"Los Angeles",1998,9225813,5,0.28249885931042,5,0.861064402067945,3
"Los Angeles",1999,9330171,5,0.281531500881497,5,1.13115234397229,4
"Los Angeles",2000,9477651,5,0.281055933821375,5,1.58067842486488,5
"Los Angeles",2001,9590080,5,0.279946844988887,5,1.18625385129712,4
"Los Angeles",2002,9679212,5,0.278734864587757,5,0.929418732690447,4
"Los Angeles",2003,9756914,5,0.277471917060618,5,0.802771961188576,3
"Los Angeles",2004,9806944,5,0.275701728440709,5,0.512764589295345,2
"Los Angeles",2005,9816153,5,0.273665439679917,5,0.0939028508779085,1
"Los Angeles",2006,9798609,5,0.271307846821767,5,-0.178725820593872,1
"Los Angeles",2007,9780808,5,0.268705908261381,5,-0.181668642967589,1
"Los Angeles",2008,9785474,5,0.266602387317588,5,0.047705670124595,1
"Los Angeles",2009,9801096,5,0.265133013043383,5,0.159644795949588,1
"Los Angeles",2010,9822121,5,0.263865983951171,5,0.214516825465234,2
"Los Angeles",2011,9874887,5,0.263071913228699,5,0.537215943481047,2
"Los Angeles",2012,9956722,5,0.262839633754409,5,0.828718343814972,3
"Los Angeles",2013,10023753,5,0.262132867975008,5,0.673223576996526,2
"Los Angeles",2014,10093053,5,0.261698677115337,5,0.691357817775438,3
"Los Angeles",2015,10155069,5,0.26100448338658,5,0.614442428866667,2
"Los Angeles",2016,10241335,5,0.260886629400235,5,0.849487088664784,3
"Madera",1981,65500,2,0.00272473896584716,2,NA,NA
"Madera",1982,68000,2,0.00277019595062533,2,3.81679389312977,5
"Madera",1983,70000,2,0.00279151379805392,2,2.94117647058824,4
"Madera",1984,71900,2,0.00281002071364365,2,2.71428571428571,4
"Madera",1985,73800,2,0.00282617853176579,2,2.64255910987483,4
"Madera",1986,75500,2,0.00282327425024306,2,2.30352303523035,2
"Madera",1987,77300,2,0.00282240397254272,2,2.3841059602649,3
"Madera",1988,79900,2,0.00284736823349132,2,3.36351875808538,5
"Madera",1989,82200,2,0.00285704355079768,2,2.87859824780976,4
"Madera",1990,86400,2,0.00292306651329589,2,5.10948905109489,5
"Madera",1991,91856,2,0.00304728490053678,2,6.31481481481481,5
"Madera",1992,97514,2,0.00317397410239717,2,6.15964117749521,5
"Madera",1993,102305,2,0.00328418679387416,2,4.91314067723609,5
"Madera",1994,106261,2,0.0033820682683757,2,3.86686867699526,5
"Madera",1995,108817,2,0.00344164057110922,2,2.40539802938049,3
"Madera",1996,111663,2,0.00350729027832958,2,2.61540016725328,3
"Madera",1997,115349,2,0.00358139186420561,2,3.30100391356134,4
"Madera",1998,118133,2,0.00361728963582048,2,2.4135449808841,3
"Madera",1999,120305,2,0.00363012073557371,2,1.83860563940643,2
"Madera",2000,122629,2,0.0036365137425488,2,1.93175678483854,2
"Madera",2001,125359,2,0.00365939142749193,2,2.22622707516167,2
"Madera",2002,127469,3,0.00367075898886571,3,1.68316594739907,2
"Madera",2003,130641,3,0.00371523298419113,3,2.48844817171234,3
"Madera",2004,134645,3,0.00378526268997755,3,3.06488774580721,4
"Madera",2005,138174,3,0.00385216575804522,3,2.62096624456905,4
"Madera",2006,141693,3,0.00392325305966558,3,2.54678883147336,3
"Madera",2007,145163,3,0.00398803000334399,3,2.44895654690069,3
"Madera",2008,147958,3,0.00403107259012039,3,1.92542176725474,2
"Madera",2009,149632,3,0.00404774966062035,3,1.13140215466551,1
"Madera",2010,150749,3,0.00404979059152856,3,0.746498075278015,1
"Madera",2011,151256,3,0.00402953525517002,3,0.336320638942879,1
"Madera",2012,151423,3,0.00399729608419255,3,0.110408843285556,1
"Madera",2013,151408,3,0.0039594963357896,3,-0.00990602484431031,1
"Madera",2014,153243,3,0.00397337558587928,3,1.21195709605833,2
"Madera",2015,154850,3,0.0039799379258193,3,1.04866127653465,1
"Madera",2016,155349,3,0.00395734315796692,3,0.32224733613174,1
"Marin",1981,222900,4,0.00927243229751654,4,NA,NA
"Marin",1982,222800,4,0.00907646555587241,4,-0.0448631673396142,1
"Marin",1983,222500,4,0.00887302600095709,4,-0.134649910233393,1
"Marin",1984,222400,4,0.00869191386250831,4,-0.0449438202247191,1
"Marin",1985,220500,4,0.00844407000344656,4,-0.85431654676259,1
"Marin",1986,220800,4,0.00825667489342607,4,0.136054421768707,2
"Marin",1987,221700,4,0.00809478603768074,4,0.407608695652174,3
"Marin",1988,222100,4,0.00791489968283383,4,0.18042399639152,2
"Marin",1989,224500,3,0.00780299607243405,4,1.08059432687978,5
"Marin",1990,229900,4,0.00777792814128155,4,2.40534521158129,5
"Marin",1991,231492,4,0.00767965158721325,4,0.692474989125707,4
"Marin",1992,234380,4,0.00762881278708543,4,1.24755931090491,5
"Marin",1993,236340,4,0.00758696746849341,4,0.836248826691697,5
"Marin",1994,237352,3,0.0075544241785369,4,0.428196665820428,3
"Marin",1995,238053,3,0.00752908886363586,4,0.295341939398025,2
"Marin",1996,238149,3,0.00748016507252995,4,0.0403271540371262,2
"Marin",1997,239616,3,0.00743967258436129,4,0.6160009069952,4
"Marin",1998,241975,3,0.0074093916147703,4,0.984491853632479,5
"Marin",1999,243767,3,0.0073555017775537,4,0.740572373179047,4
"Marin",2000,246503,3,0.00730994746005844,3,1.12238325942396,5
"Marin",2001,247590,3,0.00722747248727836,3,0.440968264077922,3
"Marin",2002,247567,3,0.00712925331332729,3,-0.0092895512742841,2
"Marin",2003,247342,3,0.00703403339515008,3,-0.0908844878356162,1
"Marin",2004,246990,3,0.00694360749970334,3,-0.142313072587753,1
"Marin",2005,246688,3,0.00687743762589676,3,-0.12227215676748,1
"Marin",2006,246969,3,0.00683817750271748,3,0.113909067323907,2
"Marin",2007,248025,3,0.00681393427787654,3,0.427584028764744,3
"Marin",2008,249546,3,0.0067988080440002,3,0.61324463259752,4
"Marin",2009,250760,3,0.00678339997391708,3,0.486483453952378,3
"Marin",2010,252279,3,0.00677733929007976,3,0.6057584941777,4
"Marin",2011,253964,3,0.00676572758465118,3,0.667911320403204,4
"Marin",2012,255812,3,0.0067529787805648,3,0.727662188341655,4
"Marin",2013,257228,3,0.00672681313710297,3,0.553531499695089,3
"Marin",2014,260294,3,0.00674905754096997,3,1.1919386691962,5
"Marin",2015,261798,3,0.0067287038366396,3,0.577808170760755,3
"Marin",2016,262274,3,0.00668113872257058,3,0.181819570814139,2
"Mariposa",1981,11300,1,0.000470069470443862,1,NA,NA
"Mariposa",1982,11550,1,0.000470525929848861,1,2.21238938053097,4
"Mariposa",1983,11750,1,0.000468575530387622,1,1.73160173160173,4
"Mariposa",1984,11950,1,0.000467034040723805,1,1.70212765957447,4
"Mariposa",1985,12300,1,0.000471029755294298,1,2.92887029288703,5
"Mariposa",1986,12550,1,0.000469299229676165,1,2.03252032520325,4
"Mariposa",1987,12800,1,0.000467357966992844,1,1.99203187250996,4
"Mariposa",1988,13150,1,0.000468621930793628,1,2.734375,5
"Mariposa",1989,13450,1,0.00046748461992979,1,2.28136882129278,5
"Mariposa",1990,14050,1,0.000475336626294066,1,4.46096654275093,5
"Mariposa",1991,14722,1,0.000488396275754469,1,4.78291814946619,5
"Mariposa",1992,15321,1,0.000498681801821554,1,4.06874066023638,5
"Mariposa",1993,15840,1,0.000508494392404737,1,3.38750734286274,5
"Mariposa",1994,16189,1,0.000515262449974442,1,2.20328282828283,4
"Mariposa",1995,16384,1,0.000518189612992947,1,1.20452158873309,3
"Mariposa",1996,16512,1,0.000518635331988018,1,0.78125,2
"Mariposa",1997,16647,1,0.000516861267661018,1,0.817587209302326,2
"Mariposa",1998,16799,1,0.000514393510637571,1,0.913077431369015,3
"Mariposa",1999,16913,1,0.000510338157190127,1,0.67861182213227,2
"Mariposa",2000,17068,1,0.000506144684844718,1,0.916454798084314,3
"Mariposa",2001,17163,1,0.00050101017932533,1,0.556597140848371,2
"Mariposa",2002,17365,1,0.000500064563475457,1,1.17695041659384,3
"Mariposa",2003,17612,1,0.000500858714473819,1,1.42240138209041,4
"Mariposa",2004,17818,1,0.000500915820193992,1,1.16965705200999,3
"Mariposa",2005,17965,1,0.000500847900786561,1,0.82500841845325,2
"Mariposa",2006,18150,1,0.000502544536659752,1,1.02978012802672,3
"Mariposa",2007,18310,1,0.000503026455510208,1,0.881542699724518,3
"Mariposa",2008,18381,1,0.00050078498816558,1,0.387766247951939,2
"Mariposa",2009,18334,1,0.000495959702990093,1,-0.25569881943311,1
"Mariposa",2010,18277,1,0.000491001748876394,1,-0.310897785535071,1
"Mariposa",2011,18251,1,0.0004862157398193,1,-0.142255293538327,1
"Mariposa",2012,18238,1,0.000481450545713027,1,-0.0712289737548627,1
"Mariposa",2013,18208,1,0.000476160501968569,1,-0.164491720583397,1
"Mariposa",2014,18200,1,0.000471900417395919,1,-0.0439367311072056,2
"Mariposa",2015,18180,1,0.000467260390645108,1,-0.10989010989011,1
"Mariposa",2016,18159,1,0.000462580347511225,1,-0.115511551155116,1
"Mendocino",1981,67800,2,0.00282041682266317,2,NA,NA
"Mendocino",1982,69200,2,0.00281908176151872,2,2.06489675516224,5
"Mendocino",1983,70300,2,0.002803477428617,2,1.58959537572254,4
"Mendocino",1984,71300,2,0.0027865713057412,2,1.42247510668563,4
"Mendocino",1985,72700,2,0.0027840539195037,2,1.96353436185133,5
"Mendocino",1986,74000,2,0.00276718270884751,2,1.78817056396149,5
"Mendocino",1987,75000,2,0.00273842558784869,2,1.35135135135135,4
"Mendocino",1988,76200,2,0.00271551263319197,2,1.6,5
"Mendocino",1989,77600,2,0.00269716033505961,2,1.83727034120735,5
"Mendocino",1990,79700,2,0.00269639353136207,2,2.70618556701031,5
"Mendocino",1991,81213,2,0.00269420776680123,2,1.89836888331242,5
"Mendocino",1992,82113,2,0.00267268838802776,2,1.10819696354032,4
"Mendocino",1993,82691,2,0.00265453976024875,2,0.703908029179302,4
"Mendocino",1994,83182,2,0.00264751134188486,2,0.593776831819666,3
"Mendocino",1995,83554,2,0.00264262786401444,2,0.44721213724123,2
"Mendocino",1996,84022,2,0.00263909749662653,2,0.560116810685305,3
"Mendocino",1997,84807,2,0.00263311428644969,2,0.934279117374021,4
"Mendocino",1998,85276,2,0.00261119239318588,2,0.553020387468016,3
"Mendocino",1999,85515,2,0.00258035638338046,2,0.280266429006989,2
"Mendocino",2000,86110,2,0.00255355746496242,2,0.695784365316026,3
"Mendocino",2001,86825,2,0.00253453410359039,2,0.830333294623156,4
"Mendocino",2002,87326,2,0.0025147502487796,2,0.577022746904693,3
"Mendocino",2003,87764,2,0.00249587577884852,2,0.501568834024231,3
"Mendocino",2004,88130,2,0.00247759070791876,2,0.417027482794768,2
"Mendocino",2005,88129,2,0.00245695656267291,2,-0.00113468739362306,1
"Mendocino",2006,87802,2,0.00243109726764736,2,-0.371046987938136,1
"Mendocino",2007,87617,2,0.00240708186523419,2,-0.210701350766497,1
"Mendocino",2008,87715,2,0.00238976961193318,2,0.111850439983108,2
"Mendocino",2009,87677,2,0.00237178241949724,2,-0.0433221227840164,1
"Mendocino",2010,87807,2,0.00235888770386768,2,0.14827149651562,2
"Mendocino",2011,87436,2,0.00232933863497016,2,-0.422517566936577,1
"Mendocino",2012,87634,2,0.00231338069541701,2,0.226451347271147,2
"Mendocino",2013,88187,2,0.00230619322205087,2,0.631033617089258,3
"Mendocino",2014,88177,2,0.0022863056650945,2,-0.0113395398414732,1
"Mendocino",2015,88163,2,0.00226595587571203,2,-0.0158771561745126,1
"Mendocino",2016,88378,2,0.00225133134822111,2,0.243866474598187,2
"Merced",1981,137600,3,0.00572403178168809,3,NA,NA
"Merced",1982,141400,3,0.00576037805027091,3,2.76162790697674,4
"Merced",1983,145400,3,0.00579837294624342,3,2.82885431400283,5
"Merced",1984,150200,3,0.00587016844491343,3,3.30123796423659,5
"Merced",1985,154700,3,0.00592425228813235,3,2.99600532623169,5
"Merced",1986,158300,3,0.00591952733527784,3,2.32708468002586,4
"Merced",1987,161200,3,0.00588578939681612,3,1.8319646241314,3
"Merced",1988,165400,3,0.00589430169986814,3,2.60545905707196,4
"Merced",1989,170000,3,0.00590872753814605,3,2.78113663845224,4
"Merced",1990,176300,3,0.00596454428581095,3,3.70588235294118,5
"Merced",1991,182804,3,0.00606444727571118,3,3.68916619398752,5
"Merced",1992,188277,3,0.00612821053466201,3,2.99391698212293,5
"Merced",1993,192539,3,0.00618087132697069,3,2.26368595208124,3
"Merced",1994,196610,3,0.0062576904249475,3,2.11437682755182,3
"Merced",1995,198740,3,0.00628570579139516,3,1.08336300289914,2
"Merced",1996,198572,3,0.00623706729309137,3,-0.0845325550971118,1
"Merced",1997,200064,3,0.00621164970585294,3,0.751364744274117,1
"Merced",1998,203174,3,0.00622128621526745,3,1.55450255918106,2
"Merced",1999,205892,3,0.00621264966949622,3,1.33776959650349,2
"Merced",2000,209522,3,0.00621329075802877,3,1.76306024517708,3
"Merced",2001,214203,3,0.00625286275371577,3,2.23413293114804,3
"Merced",2002,220018,3,0.00633591736980957,3,2.71471454648161,4
"Merced",2003,225946,3,0.00642556342837278,3,2.69432500977193,4
"Merced",2004,232356,3,0.00653220318312915,3,2.83696104378922,5
"Merced",2005,238069,3,0.00663714772570865,3,2.45872712561759,4
"Merced",2006,243072,3,0.00673027579145781,3,2.1014915843726,3
"Merced",2007,247542,3,0.00680066492899552,3,1.83896129541864,3
"Merced",2008,250734,3,0.00683117475777751,3,1.28947814916257,2
"Merced",2009,253026,3,0.00684469836417428,3,0.914116154969011,1
"Merced",2010,255399,3,0.00686115640757685,3,0.937848284366034,1
"Merced",2011,258852,3,0.00689594634177335,3,1.35200216132405,2
"Merced",2012,262147,3,0.00692021143804326,3,1.27292815972061,2
"Merced",2013,264502,3,0.0069170367471271,3,0.898350925244233,1
"Merced",2014,266592,3,0.00691235582826444,3,0.790164157548903,1
"Merced",2015,269280,3,0.00692100539014932,3,1.00828231904933,2
"Merced",2016,271579,3,0.00691817325826042,3,0.85375816993464,1
"Modoc",1981,8825,1,0.000367111776696202,1,NA,NA
"Modoc",1982,9100,1,0.00037071739927486,1,3.11614730878187,5
"Modoc",1983,9325,1,0.000371869516669325,1,2.47252747252747,5
"Modoc",1984,9475,1,0.000370305233126197,1,1.60857908847185,5
"Modoc",1985,9475,1,0.000362846091984835,1,0,2
"Modoc",1986,9325,1,0.000348702415675716,1,-1.58311345646438,1
"Modoc",1987,9200,1,0.000335913538776106,1,-1.34048257372654,1
"Modoc",1988,9175,1,0.000326966252093653,1,-0.271739130434783,2
"Modoc",1989,9325,1,0.000324111084077717,1,1.63487738419619,5
"Modoc",1990,9600,1,0.000324785168143988,1,2.94906166219839,5
"Modoc",1991,9730,1,0.000322788735436149,1,1.35416666666667,5
"Modoc",1992,9857,1,0.000320834574802889,1,1.30524152106886,5
"Modoc",1993,9958,1,0.000319670906538281,1,1.0246525311961,4
"Modoc",1994,10010,1,0.000318597635693629,1,0.522193211488251,4
"Modoc",1995,10014,1,0.000316720628937461,1,0.03996003996004,3
"Modoc",1996,9954,1,0.000312651168520393,1,-0.599161174355902,1
"Modoc",1997,9978,1,0.000309800067803306,1,0.241109101868596,3
"Modoc",1998,9836,1,0.000301183080578079,1,-1.4231308879535,1
"Modoc",1999,9540,1,0.000287862946821605,1,-3.0093533956893,1
"Modoc",2000,9445,1,0.000280087681530253,1,-0.9958071278826,1
"Modoc",2001,9473,1,0.000276529128284615,1,0.296453149814717,3
"Modoc",2002,9417,1,0.000271183875280644,1,-0.591153805552623,1
"Modoc",2003,9456,1,0.000268914376792212,1,0.414144632048423,4
"Modoc",2004,9556,1,0.000268646962497126,1,1.0575296108291,4
"Modoc",2005,9595,1,0.000267499894686727,1,0.40812055253244,4
"Modoc",2006,9614,1,0.000266196318206438,1,0.198019801980198,3
"Modoc",2007,9615,1,0.000264150702879883,1,0.0104014978156855,3
"Modoc",2008,9607,1,0.000261739915200845,1,-0.0832033281331253,2
"Modoc",2009,9628,1,0.000260450530183736,1,0.218590611012803,3
"Modoc",2010,9666,1,0.000259671877476567,1,0.394682176983797,4
"Modoc",2011,9696,1,0.000258306274356908,1,0.310366232153942,4
"Modoc",2012,9670,1,0.000255270686316755,1,-0.268151815181518,2
"Modoc",2013,9660,1,0.000252620301461795,1,-0.103412616339193,2
"Modoc",2014,9638,1,0.000249899792464938,1,-0.227743271221532,2
"Modoc",2015,9635,1,0.000247637726285237,1,-0.0311267897904129,2
"Modoc",2016,9638,1,0.000245517340674772,1,0.0311364815775817,3
"Mono",1981,8800,1,0.00036607179999168,1,NA,NA
"Mono",1982,9100,1,0.00037071739927486,1,3.40909090909091,5
"Mono",1983,9250,1,0.000368878609028553,1,1.64835164835165,3
"Mono",1984,9000,1,0.000351741118536757,1,-2.7027027027027,1
"Mono",1985,8800,1,0.000336996898096733,1,-2.22222222222222,1
"Mono",1986,8800,1,0.000329070376187271,1,0,2
"Mono",1987,8825,1,0.000322221410836863,1,0.284090909090909,2
"Mono",1988,8975,1,0.000319838922347742,1,1.69971671388102,4
"Mono",1989,9200,1,0.000319766431476139,1,2.50696378830084,4
"Mono",1990,9750,1,0.000329859936396238,1,5.97826086956522,5
"Mono",1991,10162,1,0.000337120157194465,1,4.22564102564103,5
"Mono",1992,10372,1,0.000337597261829721,1,2.06652233812242,4
"Mono",1993,10767,1,0.000345641358776629,1,3.80833011955264,5
"Mono",1994,11235,1,0.000357586856844948,1,4.34661465589301,5
"Mono",1995,11416,1,0.000361062782100066,1,1.61103693813974,3
"Mono",1996,11547,1,0.000362686662940022,1,1.14751226348984,3
"Mono",1997,11786,1,0.000365935417832207,1,2.06980168009007,4
"Mono",1998,11991,1,0.000367170223588018,1,1.73935177329034,4
"Mono",1999,12354,1,0.000372773463840054,1,3.02727045283963,5
"Mono",2000,12770,1,0.000378689221084313,1,3.36733041929739,5
"Mono",2001,13034,1,0.000380479326302299,1,2.06734534064213,4
"Mono",2002,13298,1,0.000382946073429118,1,2.02547184287249,4
